timestamp,target
2018-01-01 00:00:00,3.349775364819031
2018-01-01 01:00:00,3.349775364819031
2018-01-01 02:00:00,3.3036615458486356
2018-01-01 03:00:00,3.319061058806043
2018-01-01 04:00:00,3.286162924186631
2018-01-01 05:00:00,3.286162924186631
2018-01-01 06:00:00,3.286162924186631
2018-01-01 07:00:00,3.286162924186631
2018-01-01 08:00:00,3.306003689836251
2018-01-01 09:00:00,3.29037303229675
2018-01-01 10:00:00,3.306003689836251
2018-01-01 11:00:00,3.306003689836251
2018-01-01 12:00:00,3.306003689836251
2018-01-01 13:00:00,3.8191153219833307
2018-01-01 14:00:00,3.3074084019729932
2018-01-01 15:00:00,3.2917777444334924
2018-01-01 16:00:00,3.3074084019729932
2018-01-01 17:00:00,3.2917777444334924
2018-01-01 18:00:00,3.2917777444334924
2018-01-01 19:00:00,3.3132831461978074
2018-01-01 20:00:00,3.2986787341339125
2018-01-01 21:00:00,3.2986787341339125
2018-01-01 22:00:00,3.2986787341339125
2018-01-01 23:00:00,3.2986787341339125
2018-01-02 00:00:00,3.2986787341339125
2018-01-02 01:00:00,3.294725742241288
2018-01-02 02:00:00,3.3028975716253823
2018-01-02 03:00:00,3.3028975716253823
2018-01-02 04:00:00,3.3128988098705934
2018-01-02 05:00:00,3.3129612004580626
2018-01-02 06:00:00,3.3094678797680777
2018-01-02 07:00:00,3.313420871660702
2018-01-02 08:00:00,3.2119489628299474
2018-01-02 09:00:00,3.220057741991578
2018-01-02 10:00:00,3.264208092840944
2018-01-02 11:00:00,3.4927794701069472
2018-01-02 12:00:00,3.5292911807176144
2018-01-02 13:00:00,3.5613519158250813
2018-01-02 14:00:00,3.5955228787898457
2018-01-02 15:00:00,3.5764990160852412
2018-01-02 16:00:00,3.5801167684889994
2018-01-02 17:00:00,3.5764990160852412
2018-01-02 18:00:00,3.5764990160852412
2018-01-02 19:00:00,3.5764990160852412
2018-01-02 20:00:00,3.5613100963883397
2018-01-02 21:00:00,3.241732690297189
2018-01-02 22:00:00,3.5613100963883397
2018-01-02 23:00:00,3.564563770960714
2018-01-03 00:00:00,3.561384951570565
2018-01-03 01:00:00,3.5613100963883397
2018-01-03 02:00:00,3.241732690297189
2018-01-03 03:00:00,3.241732690297189
2018-01-03 04:00:00,3.282729569437781
2018-01-03 05:00:00,3.2448224402690875
2018-01-03 06:00:00,3.245350442700947
2018-01-03 07:00:00,3.241732690297189
2018-01-03 08:00:00,3.321124264113654
2018-01-03 09:00:00,3.2857123160641297
2018-01-03 10:00:00,3.2857123160641297
2018-01-03 11:00:00,3.2854648611161315
2018-01-03 12:00:00,3.2854648611161315
2018-01-03 13:00:00,3.3144553176987332
2018-01-03 14:00:00,3.2943037590938133
2018-01-03 15:00:00,3.26556075745921
2018-01-03 16:00:00,3.296538947297297
2018-01-03 17:00:00,3.28615821598446
2018-01-03 18:00:00,3.28615821598446
2018-01-03 19:00:00,3.3060347719490513
2018-01-03 20:00:00,3.3047633546100044
2018-01-03 21:00:00,3.333506356244608
2018-01-03 22:00:00,3.310084470452182
2018-01-03 23:00:00,3.333506356244608
2018-01-04 00:00:00,3.3047633546100044
2018-01-04 01:00:00,3.30081036271738
2018-01-04 02:00:00,3.289654758860612
2018-01-04 03:00:00,3.3047633546100044
2018-01-04 04:00:00,3.3047633546100044
2018-01-04 05:00:00,3.3047633546100044
2018-01-04 06:00:00,3.289654758860612
2018-01-04 07:00:00,3.321298779378041
2018-01-04 08:00:00,3.3046755700691364
2018-01-04 09:00:00,3.289566974319744
2018-01-04 10:00:00,3.3047633546100044
2018-01-04 11:00:00,3.310824180749733
2018-01-04 12:00:00,3.310824180749733
2018-01-04 13:00:00,3.3108865713372024
2018-01-04 14:00:00,3.321356267268931
2018-01-04 15:00:00,3.3317041223486266
2018-01-04 16:00:00,3.3317041223486266
2018-01-04 17:00:00,3.355625409426664
2018-01-04 18:00:00,3.3317041223486266
2018-01-04 19:00:00,3.324667458266926
2018-01-04 20:00:00,3.3467405664005123
2018-01-04 21:00:00,3.3250342288476094
2018-01-04 22:00:00,3.3983301370830614
2018-01-04 23:00:00,3.3250342288476094
2018-01-05 00:00:00,3.392075759455968
