timestamp,target_pred
2018-01-01 00:00:00,0.4038022157827553
2018-01-01 01:00:00,0.403945016850271
2018-01-01 02:00:00,0.4051918599098589
2018-01-01 03:00:00,0.4051918599098589
2018-01-01 04:00:00,0.4051918599098589
2018-01-01 05:00:00,0.4054888510485052
2018-01-01 06:00:00,0.40849032545609326
2018-01-01 07:00:00,0.40849032545609326
2018-01-01 08:00:00,0.40476622135743556
2018-01-01 09:00:00,0.40455888554222097
2018-01-01 10:00:00,0.40476622135743556
2018-01-01 11:00:00,0.40442901264930137
2018-01-01 12:00:00,0.4042334928738876
2018-01-01 13:00:00,0.4042334928738876
2018-01-01 14:00:00,0.4043346186471868
2018-01-01 15:00:00,0.4041272828319722
2018-01-01 16:00:00,0.4041272828319722
2018-01-01 17:00:00,0.40432280260738596
2018-01-01 18:00:00,0.4043346186471868
2018-01-01 19:00:00,0.4043346186471868
2018-01-01 20:00:00,0.4040155401969393
2018-01-01 21:00:00,0.4038082043817247
2018-01-01 22:00:00,0.4040155401969393
2018-01-01 23:00:00,0.4038082043817247
2018-01-02 00:00:00,0.4043527489050735
2018-01-02 01:00:00,0.4043527489050735
2018-01-02 02:00:00,0.4041454130898589
2018-01-02 03:00:00,0.4041454130898589
2018-01-02 04:00:00,0.4041454130898589
2018-01-02 05:00:00,0.4041454130898589
2018-01-02 06:00:00,0.4041454130898589
2018-01-02 07:00:00,0.4041454130898589
2018-01-02 08:00:00,0.4080768530037312
2018-01-02 09:00:00,0.4082841888189458
2018-01-02 10:00:00,0.4082841888189458
2018-01-02 11:00:00,0.40852930508784874
2018-01-02 12:00:00,0.40832196927263414
2018-01-02 13:00:00,0.40852930508784874
2018-01-02 14:00:00,0.40822084349933496
2018-01-02 15:00:00,0.40842817931454956
2018-01-02 16:00:00,0.40822084349933496
2018-01-02 17:00:00,0.40842817931454956
2018-01-02 18:00:00,0.40822084349933496
2018-01-02 19:00:00,0.40822084349933496
2018-01-02 20:00:00,0.40853992194958244
2018-01-02 21:00:00,0.4081649327877599
2018-01-02 22:00:00,0.40874725776479703
2018-01-02 23:00:00,0.40853992194958244
2018-01-03 00:00:00,0.40874725776479703
